SpeciesId,StatArea.CU,CU_Name,BroodYear,Escape,TR2,TR3,TR4,TR5,TR6,TR7,Total,Total.ER,Age2,Age3,Age4,Age5,Age6,Age7
CM,CM-003,Howe Sound-Burrard Inlet,2009,717813.4464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2010,233071.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2011,235971.8083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2012,962871.5435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2013,1162166.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2014,292833.8901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2015,452855.0098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2016,1407648.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-003,Howe Sound-Burrard Inlet,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1953,26625.75893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1954,33397.88163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1955,10662.21719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1956,14989.63171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1957,56658.10679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1958,38406.94237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1959,23950.83276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1960,8599.177767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1961,24626.9827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1962,20689.7559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1963,64559.01067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1964,114487.5048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1965,5523.964935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1966,32370.59556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1967,68593.8563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1968,92861.37269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1969,24088.58915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1970,157669.2774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1971,20057.93072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1972,83683.01334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1973,131991.7753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1974,32484.64928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1975,21094.55619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1976,16613.92844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1977,34878.32868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1978,20780.85224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1979,13258.01553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1980,17343.08395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1981,22898.65834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1982,50901.66525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1983,17212.87188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1984,22855.96626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1985,50801.31613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1986,40579.81883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1987,19382.39361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1988,92258.64848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1989,12634.91344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1990,107557.6934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1991,15739.57127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1992,39133.28408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1993,23739.94968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1994,17767.10083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1995,28470.72273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1996,15466.01332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1997,8266.420826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1998,46313.0463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,1999,7803.972999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2000,4843.896369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2001,49826.35159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2002,48633.87147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2003,14826.27738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2004,17935.91758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2005,18387.30675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2006,11539.48946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2007,26904.92183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2008,23124.55839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2009,40039.80246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2010,3774.555678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2011,70950.11642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2012,34350.58108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2013,18138.44492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2014,10483.15469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2015,16392.1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2016,19028.38495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-006,Loughborough,2017,9215.656011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1953,122216.0653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1954,95955.95623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1955,100944.2545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1956,56010.03385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1957,67840.6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1958,82817.65367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1959,33251.14764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1960,56159.88803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1961,61174.03664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1962,28626.91216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1963,23563.81877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1964,34156.91387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1965,28048.42405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1966,46967.66982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1967,22700.00062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1968,82274.57812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1969,14903.09085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1970,26380.21387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1971,10177.89789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1972,29677.52832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1973,35871.50081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1974,9791.007398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1975,11129.85816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1976,8339.506448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1977,18435.67316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1978,20371.93222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1979,8444.248715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1980,18074.88663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1981,12922.13374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1982,69469.69988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1983,9775.347834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1984,47366.81645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1985,83351.82762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1986,104676.3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1987,18610.79953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1988,119957.9273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1989,29978.25049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1990,96034.69029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1991,91188.07848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1992,147157.8682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1993,68062.42419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1994,98637.21093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1995,68707.32888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1996,4865.920276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1997,75699.6213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1998,168424.1364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,1999,2719.962948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2000,3206.220502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2001,77773.54181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2002,203219.0514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2003,21118.01375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2004,1809.590027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2005,53322.26244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2006,52661.09841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2007,13712.96038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2008,8748.732229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2009,3203.992712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2010,21484.16793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2011,73809.37704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2012,17910.2142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2013,13253.27712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2014,5693.629831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2015,735.7326824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2016,1728.458631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-005,Northeast Vancouver Island,2017,17567.90103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1953,109919.0354,NA,NA,NA,NA,NA,NA,0,0.279758018,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1954,108590.5402,NA,NA,NA,629.3389997,NA,NA,629.3389997,0.395639902,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1955,23617.78425,NA,NA,17582.96103,483.8275301,NA,NA,18066.78856,0.40758241,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1956,72183.43655,NA,20305.81548,25860.58148,311.1263829,NA,NA,46477.52334,0.402887193,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1957,75116.30061,NA,46229.7205,17137.17752,115.2557551,NA,NA,63482.15378,0.241320763,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1958,54595.81869,NA,7736.115466,5778.685099,165.2087764,NA,NA,13680.00934,0.032517692,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1959,23178.95916,NA,5997.2736,5992.572888,0,NA,NA,11989.84649,0.398432853,NA,0.527,0.456333333,0.016333333,NA,NA
CM,CM-011,Northwest Vancouver Island,1960,14306.12952,NA,8861.198005,31380.01904,NA,NA,NA,40241.21705,0.802875631,NA,0.637,0.356333333,0.006666667,NA,NA
CM,CM-011,Northwest Vancouver Island,1961,25226.46348,NA,15247.05234,NA,NA,NA,NA,15247.05234,0,NA,0.306666667,0.679333333,0.012333333,NA,NA
CM,CM-011,Northwest Vancouver Island,1962,11893.00915,NA,NA,NA,NA,NA,NA,0,0.002516143,NA,0.503,0.484666666,0.009666667,NA,NA
CM,CM-011,Northwest Vancouver Island,1963,14951.97967,NA,NA,NA,NA,NA,NA,0,0.004461022,NA,0.59,0.399,0.011,NA,NA
CM,CM-011,Northwest Vancouver Island,1964,46550.07138,NA,NA,NA,0,NA,NA,0,0.001651401,NA,0.327,0.673,0,NA,NA
CM,CM-011,Northwest Vancouver Island,1965,19913.90178,NA,NA,16139.01715,624.4946747,NA,NA,16763.51182,0.015133605,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1966,40112.03404,NA,9539.609977,32916.07348,1018.280823,NA,NA,43473.96428,0.026785692,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1967,15167.15426,NA,18500.65474,10513.95647,1632.944662,NA,NA,30647.55587,0.029311711,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1968,43324.52322,NA,13303.88035,79812.9665,20310.19523,NA,NA,113427.0421,0.053316408,NA,NA,NA,NA,NA,NA
CM,CM-011,Northwest Vancouver Island,1969,25140.62713,NA,8030.508681,54754.06056,25579.5453,NA,NA,88364.11454,0.020951276,NA,0.3715,0.6285,0,NA,NA
CM,CM-011,Northwest Vancouver Island,1970,48702.22289,NA,8374.477759,47832.48963,2400.292841,NA,NA,58607.26023,0.064160675,NA,0.3555,0.6325,0.012,NA,NA
CM,CM-011,Northwest Vancouver Island,1971,23032.11764,NA,27394.05492,29329.47467,1676.386146,NA,NA,58399.91574,0.072636151,NA,0.535666667,0.423333333,0.041,NA,NA
CM,CM-011,Northwest Vancouver Island,1972,84914.41984,NA,16094.39383,36315.7234,447.5623849,NA,NA,52857.67961,0.0509855,NA,0.08975,0.892,0.01825,NA,NA
CM,CM-011,Northwest Vancouver Island,1973,71601.55574,NA,6813.120164,14321.99632,407.1951423,NA,NA,21542.31163,0.142152745,NA,0.100333333,0.656,0.243333333,NA,NA
CM,CM-011,Northwest Vancouver Island,1974,95787.08985,NA,19658.31706,38194.90435,345.1749511,NA,NA,58198.39636,0.049788659,NA,0.27175,0.4745,0.25375,NA,NA
CM,CM-011,Northwest Vancouver Island,1975,21676.59842,NA,2117.41474,4638.288405,422.4413616,NA,NA,7178.144507,0.546653132,NA,0.3366,0.6134,0.0502,NA,NA
CM,CM-011,Northwest Vancouver Island,1976,27613.15897,NA,16589.97109,37914.11221,682.0090471,NA,NA,55186.09235,0.383953304,NA,0.152,0.8102,0.0374,NA,NA
CM,CM-011,Northwest Vancouver Island,1977,25591.87576,NA,67273.78684,38149.88107,5968.586206,NA,NA,111392.2541,0.256652489,NA,0.571,0.416,0.013,NA,NA
CM,CM-011,Northwest Vancouver Island,1978,40246.51423,NA,3793.675324,88423.49935,8425.960213,NA,NA,100643.1349,0.011616052,NA,0.052,0.938,0.01,NA,NA
CM,CM-011,Northwest Vancouver Island,1979,21215.43444,NA,16137.28863,19779.4212,1493.054235,NA,NA,37409.76407,0.016594483,NA,0.769,0.215,0.016,NA,NA
CM,CM-011,Northwest Vancouver Island,1980,105602.3404,NA,12069.6719,13014.89166,279.7898256,NA,NA,25364.35339,7.58E-05,NA,0.637,0.359,0.004,NA,NA
CM,CM-011,Northwest Vancouver Island,1981,38904.56544,NA,33776.99735,54366.62599,16059.34982,NA,NA,104202.9732,0.08729503,NA,0.089,0.895,0.016,NA,NA
CM,CM-011,Northwest Vancouver Island,1982,110529.3742,NA,15995.08905,53691.64645,7470.00014,NA,NA,77156.73564,0,NA,0.146,0.8,0.054,NA,NA
CM,CM-011,Northwest Vancouver Island,1983,40295.2009,NA,5903.594397,16010.66461,1175.532838,NA,NA,23089.79185,0,NA,0.29953125,0.49086295,0.2091058,NA,NA
CM,CM-011,Northwest Vancouver Island,1984,48342.95479,NA,12812.91146,55641.88769,4644.984582,NA,NA,73099.78373,0,NA,0.698695342,0.269220028,0.030884629,NA,NA
CM,CM-011,Northwest Vancouver Island,1985,70672.55124,NA,1959.221397,16084.87443,2455.229288,NA,NA,20499.32512,0.002061607,NA,0.225860156,0.767689045,0.003950798,NA,NA
CM,CM-011,Northwest Vancouver Island,1986,75654.59067,NA,2572.153031,15645.73351,3977.088295,NA,NA,22194.97484,0,NA,0.078033525,0.709694494,0.212271981,NA,NA
CM,CM-011,Northwest Vancouver Island,1987,36311.73208,NA,1132.253719,17099.05585,3108.091359,NA,NA,21339.40093,0,NA,0.352858724,0.440922636,0.20571864,NA,NA
CM,CM-011,Northwest Vancouver Island,1988,58776.64192,NA,7937.00785,66773.42014,4351.956035,NA,NA,79062.38403,0,NA,0.033333333,0.946666667,0.02,NA,NA
CM,CM-011,Northwest Vancouver Island,1989,23302.01204,NA,11393.37631,20018.62128,9130.806482,NA,NA,40542.80407,0,NA,0.110383302,0.69027835,0.199338348,NA,NA
CM,CM-011,Northwest Vancouver Island,1990,19233.21651,NA,3791.395538,28883.98344,5889.637561,NA,NA,38565.01654,0,NA,0.058869702,0.813474621,0.127655678,NA,NA
